portfolio_id,account_id,portfolio_type,current_value,inception_date
996,600,Goal-Based,186864.73,2023-08-26 00:00:00
997,995,Fixed Income,1447083.12,2025-07-15 00:00:00
998,173,Fixed Income,373503.02,2022-02-03 00:00:00
999,1068,Equity,69447.25,2017-06-12 00:00:00
1000,1194,Hybrid,207903.99,2019-05-04 00:00:00
1001,1316,Equity,120248.38,2026-01-24 00:00:00
1002,592,Equity,171740.48,2025-08-02 00:00:00
1003,1410,Goal-Based,1176192.79,2023-11-30 00:00:00
1004,1369,Fixed Income,105786.53,2019-04-09 00:00:00
1005,1162,Equity,48636.02,2020-03-22 00:00:00
1006,751,Goal-Based,521268.22,2020-12-24 00:00:00
1007,1266,Hybrid,242446.94,2019-04-09 00:00:00
1008,386,Hybrid,96800.02,2023-01-02 00:00:00
1009,227,Equity,253874.13,2023-09-03 00:00:00
1010,1409,Hybrid,316933.26,2025-05-05 00:00:00
1011,21,Goal-Based,199754.97,2024-08-01 00:00:00
1012,1400,Equity,302961.25,2017-07-03 00:00:00
1013,16,Equity,230418.94,2021-09-12 00:00:00
1014,583,Hybrid,55668,2018-01-05 00:00:00
1015,293,Hybrid,322104.21,2018-11-30 00:00:00
1016,469,Equity,50853.82,2022-09-09 00:00:00
1017,19,Hybrid,383064.62,2026-01-20 00:00:00
1018,154,Fixed Income,115598.43,2026-01-20 00:00:00
1019,437,Hybrid,115202.88,2019-04-17 00:00:00
1020,220,Fixed Income,94551.69,2022-12-06 00:00:00
1021,651,Equity,95335.43,2024-08-14 00:00:00
1022,1440,Equity,311248.66,2021-05-06 00:00:00
1023,244,Equity,112566.27,2023-11-28 00:00:00
1024,1230,Hybrid,166916.5,2026-03-01 00:00:00
1025,39,Hybrid,317495.62,2019-05-09 00:00:00
1026,415,Hybrid,75651.51,2023-05-12 00:00:00
1027,631,Equity,64515.21,2024-05-06 00:00:00
1028,397,Hybrid,150796.51,2021-10-17 00:00:00
1029,1329,Goal-Based,68931.63,2017-11-13 00:00:00
1030,17,Hybrid,234747.86,2018-10-07 00:00:00
1031,362,Fixed Income,89466.93,2017-09-24 00:00:00
1032,461,Goal-Based,134453.66,2024-04-24 00:00:00
1033,1454,Hybrid,225646.98,2021-02-02 00:00:00
1034,950,Fixed Income,74550.87,2022-12-12 00:00:00
1035,1478,Equity,229182.13,2025-03-28 00:00:00
1036,1252,Hybrid,218375.57,2025-10-12 00:00:00
1037,599,Equity,830612.96,2022-05-02 00:00:00
1038,344,Equity,784334.34,2020-11-04 00:00:00
1039,591,Fixed Income,86757.95,2025-11-15 00:00:00
1040,874,Equity,587517.81,2024-07-21 00:00:00
1041,669,Fixed Income,28846.09,2024-08-02 00:00:00
1042,926,Equity,168674.96,2022-09-27 00:00:00
1043,958,Goal-Based,284161.08,2022-07-14 00:00:00
1044,368,Fixed Income,403345.37,2026-03-17 00:00:00
1045,946,Equity,71312.58,2020-12-10 00:00:00
1046,158,Hybrid,42981.34,2025-03-15 00:00:00
1047,12,Hybrid,183055.89,2022-01-03 00:00:00
1048,363,Hybrid,276446.44,2024-08-29 00:00:00
1049,705,Equity,124203.57,2021-05-16 00:00:00
1050,160,Fixed Income,567050.24,2025-06-11 00:00:00
1051,1011,Hybrid,38403.22,2025-07-28 00:00:00
1052,172,Goal-Based,250449.46,2018-05-18 00:00:00
1053,365,Hybrid,18150.26,2023-08-25 00:00:00
1054,1224,Equity,112234.03,2024-12-31 00:00:00
1055,1466,Goal-Based,184623.98,2019-04-01 00:00:00
1056,1179,Fixed Income,230271.28,2021-07-05 00:00:00
1057,938,Fixed Income,59057.32,2025-12-24 00:00:00
1058,461,Goal-Based,16705.82,2022-10-24 00:00:00
1059,651,Fixed Income,159001.02,2018-01-10 00:00:00
1060,545,Equity,67832.21,2018-11-20 00:00:00
1061,465,Hybrid,192721.71,2018-06-28 00:00:00
1062,1455,Fixed Income,311396.18,2020-03-31 00:00:00
1063,268,Hybrid,197566.93,2020-08-23 00:00:00
1064,55,Equity,187798.54,2023-11-04 00:00:00
1065,1386,Equity,152187.03,2017-01-28 00:00:00
1066,1277,Fixed Income,139567.33,2022-10-11 00:00:00
1067,347,Equity,764218.06,2018-07-03 00:00:00
1068,111,Fixed Income,95141.36,2024-08-14 00:00:00
1069,1050,Hybrid,394268.36,2020-01-14 00:00:00
1070,757,Equity,121301.17,2024-06-09 00:00:00
1071,941,Fixed Income,108064.55,2017-09-11 00:00:00
1072,692,Fixed Income,511286.57,2025-02-19 00:00:00
1073,55,Equity,393896.42,2018-06-16 00:00:00
1074,415,Hybrid,631301.13,2020-08-22 00:00:00
1075,274,Goal-Based,240735.67,2025-08-02 00:00:00
1076,502,Fixed Income,83628.01,2017-07-20 00:00:00
1077,956,Equity,110311.26,2018-01-27 00:00:00
1078,1364,Hybrid,587941.31,2025-08-23 00:00:00
1079,311,Equity,383519.45,2022-10-14 00:00:00
1080,1187,Fixed Income,139563.81,2018-10-23 00:00:00
1081,1375,Fixed Income,231759.25,2022-11-05 00:00:00
1082,186,Equity,349983.04,2022-12-05 00:00:00
1083,1403,Fixed Income,101392.81,2026-02-20 00:00:00
1084,20,Hybrid,227387.09,2026-03-16 00:00:00
1085,183,Hybrid,605788.15,2022-08-11 00:00:00
1086,1327,Hybrid,23367.34,2023-03-21 00:00:00
1087,423,Goal-Based,92551.76,2024-10-31 00:00:00
1088,906,Goal-Based,291216.24,2020-03-30 00:00:00
1089,920,Equity,794914.39,2017-08-08 00:00:00
1090,1236,Goal-Based,61631.99,2019-06-08 00:00:00
1091,858,Fixed Income,212305.92,2021-05-30 00:00:00
1092,659,Fixed Income,179839.36,2022-06-10 00:00:00
1093,556,Fixed Income,82967.6,2020-06-12 00:00:00
1094,1490,Hybrid,109036.62,2020-11-12 00:00:00
1095,1064,Fixed Income,200670.11,2017-03-04 00:00:00
1096,1266,Equity,195170.35,2019-08-02 00:00:00
1097,982,Equity,44189.41,2018-01-16 00:00:00
1098,1113,Fixed Income,203867.03,2019-02-22 00:00:00
1099,250,Hybrid,542829.36,2020-05-27 00:00:00
1100,1397,Hybrid,177829.84,2021-02-09 00:00:00
1101,87,Equity,69686.17,2017-01-10 00:00:00
1102,198,Equity,349128.14,2018-04-14 00:00:00
1103,484,Equity,78431.71,2025-04-20 00:00:00
1104,257,Hybrid,107170.72,2018-08-13 00:00:00
1105,285,Equity,105100.58,2017-05-24 00:00:00
1106,1158,Hybrid,96477.09,2019-08-29 00:00:00
1107,442,Hybrid,152765.9,2020-05-14 00:00:00
1108,1274,Hybrid,66581.82,2019-07-04 00:00:00
1109,1313,Equity,73330.21,2017-04-06 00:00:00
1110,228,Equity,138190.57,2022-12-23 00:00:00
1111,378,Fixed Income,143362.78,2024-12-10 00:00:00
1112,197,Hybrid,199260.47,2021-10-15 00:00:00
1113,580,Fixed Income,132787.12,2021-12-14 00:00:00
1114,966,Equity,405823.22,2019-07-30 00:00:00
1115,860,Equity,217430.9,2019-10-04 00:00:00
1116,134,Equity,57931.61,2024-11-08 00:00:00
1117,28,Hybrid,1044633.42,2021-01-29 00:00:00
1118,1002,Fixed Income,533573.88,2023-03-09 00:00:00
1119,1342,Fixed Income,216089.9,2025-04-06 00:00:00
1120,732,Fixed Income,134687.64,2025-02-19 00:00:00
1121,327,Goal-Based,114237.86,2019-11-19 00:00:00
1122,448,Fixed Income,167152.11,2023-07-24 00:00:00
1123,1433,Goal-Based,462198.12,2017-11-08 00:00:00
1124,1491,Hybrid,92980.32,2023-03-28 00:00:00
1125,343,Equity,419270.59,2021-04-04 00:00:00
1126,205,Equity,49541.06,2020-10-28 00:00:00
1127,514,Equity,101978.33,2017-11-25 00:00:00
1128,835,Equity,501165.12,2022-10-27 00:00:00
1129,988,Equity,85995.54,2020-12-11 00:00:00
1130,1088,Equity,52741.27,2020-02-10 00:00:00
1131,210,Hybrid,199206.49,2017-04-01 00:00:00
1132,957,Hybrid,160355.16,2017-09-20 00:00:00
1133,55,Fixed Income,676867.66,2021-03-02 00:00:00
1134,682,Goal-Based,241659.06,2021-11-22 00:00:00
1135,1437,Hybrid,12132.15,2023-09-04 00:00:00
1136,1249,Hybrid,455068.07,2024-02-07 00:00:00
1137,1382,Equity,159208.45,2023-10-23 00:00:00
1138,394,Fixed Income,64029.6,2023-05-03 00:00:00
1139,998,Goal-Based,155543.63,2023-10-03 00:00:00
1140,806,Equity,227502.58,2019-12-26 00:00:00
1141,1425,Fixed Income,66462.64,2021-11-24 00:00:00
1142,1055,Fixed Income,57973.92,2024-05-27 00:00:00
1143,660,Hybrid,198812.87,2019-11-22 00:00:00
1144,367,Hybrid,1343862.99,2023-12-07 00:00:00
1145,986,Equity,240498.92,2021-02-05 00:00:00
1146,975,Fixed Income,587773.16,2019-10-05 00:00:00
1147,666,Equity,394540.91,2018-11-06 00:00:00
1148,694,Equity,58167.45,2017-05-31 00:00:00
1149,360,Equity,193476.68,2020-01-31 00:00:00
1150,136,Hybrid,146543.75,2024-01-08 00:00:00
1151,134,Fixed Income,493966.99,2017-08-03 00:00:00
1152,810,Fixed Income,94682.95,2025-12-06 00:00:00
1153,1376,Equity,496673.01,2023-05-14 00:00:00
1154,993,Fixed Income,85165.02,2024-03-05 00:00:00
1155,72,Fixed Income,95678.8,2017-01-26 00:00:00
1156,973,Fixed Income,213840.07,2024-08-20 00:00:00
1157,1417,Equity,346190.11,2019-02-04 00:00:00
1158,247,Fixed Income,63000.71,2017-02-28 00:00:00
1159,1033,Hybrid,81209.74,2018-09-04 00:00:00
1160,930,Hybrid,70973.28,2022-05-18 00:00:00
1161,833,Fixed Income,407631.88,2018-11-11 00:00:00
1162,241,Equity,76178.78,2019-11-16 00:00:00
1163,1477,Goal-Based,57778.34,2019-01-17 00:00:00
1164,798,Equity,212802.28,2017-11-08 00:00:00
1165,381,Hybrid,27515.12,2019-07-12 00:00:00
1166,908,Fixed Income,496450.44,2020-01-28 00:00:00
1167,522,Fixed Income,140938.5,2019-06-27 00:00:00
1168,704,Fixed Income,861221.99,2018-09-07 00:00:00
1169,353,Hybrid,333472.78,2022-06-22 00:00:00
1170,484,Equity,110572.74,2026-02-01 00:00:00
1171,1048,Equity,108951.75,2025-10-22 00:00:00
1172,201,Goal-Based,74911.37,2017-12-29 00:00:00
1173,758,Hybrid,178749.88,2017-12-06 00:00:00
1174,754,Goal-Based,181548.29,2025-07-26 00:00:00
1175,770,Hybrid,71963.27,2020-09-01 00:00:00
1176,298,Equity,109155.31,2019-07-08 00:00:00
1177,1487,Hybrid,217216.59,2021-09-08 00:00:00
1178,39,Hybrid,290121.85,2018-04-08 00:00:00
1179,676,Fixed Income,227149.55,2023-01-28 00:00:00
1180,839,Hybrid,771467.76,2025-02-20 00:00:00
1181,885,Hybrid,117663.88,2022-10-21 00:00:00
1182,1317,Fixed Income,55746.36,2019-09-03 00:00:00
1183,765,Hybrid,1093194.86,2021-10-17 00:00:00
1184,7,Goal-Based,67257.32,2024-01-30 00:00:00
1185,166,Equity,91247.14,2021-06-23 00:00:00
1186,6,Fixed Income,616479.82,2019-10-06 00:00:00
1187,1229,Hybrid,88436.18,2020-11-30 00:00:00
1188,1013,Hybrid,55145.15,2018-07-12 00:00:00
1189,740,Equity,164157.08,2018-12-27 00:00:00
1190,34,Equity,77944.02,2025-10-19 00:00:00
1191,1464,Equity,925577.37,2025-12-23 00:00:00
1192,1290,Equity,131095,2021-10-01 00:00:00
1193,273,Goal-Based,86070.08,2022-05-13 00:00:00
1194,765,Equity,74295.3,2024-05-29 00:00:00
1195,974,Fixed Income,70476.55,2020-08-29 00:00:00
1196,1417,Equity,294217.81,2022-11-14 00:00:00
1197,819,Fixed Income,138675.29,2024-12-03 00:00:00
1198,754,Hybrid,36294.81,2023-09-07 00:00:00
1199,512,Equity,341232.91,2025-07-12 00:00:00
1200,140,Equity,446268.51,2021-06-13 00:00:00
1201,642,Equity,177266.09,2021-02-25 00:00:00
1202,161,Equity,84500.59,2019-04-04 00:00:00
1203,254,Hybrid,74390.64,2019-12-10 00:00:00
1204,423,Hybrid,334404.9,2017-06-12 00:00:00
1205,479,Hybrid,337692.45,2023-06-02 00:00:00
1206,223,Equity,175642.13,2024-10-11 00:00:00
1207,1225,Hybrid,384416.21,2025-12-20 00:00:00
1208,201,Fixed Income,183878.71,2023-08-26 00:00:00
1209,1393,Goal-Based,141544.58,2022-12-25 00:00:00
1210,521,Goal-Based,157466.63,2022-09-09 00:00:00
1211,558,Fixed Income,445003.07,2021-05-04 00:00:00
1212,621,Hybrid,190232.77,2018-01-29 00:00:00
1213,212,Equity,235400.19,2018-05-06 00:00:00
1214,1227,Fixed Income,573680.17,2023-05-02 00:00:00
1215,1104,Hybrid,116202.94,2020-08-06 00:00:00
1216,1220,Equity,104025.05,2024-03-20 00:00:00
1217,477,Hybrid,227344.33,2023-08-18 00:00:00
1218,815,Hybrid,31224.85,2017-03-11 00:00:00
1219,193,Hybrid,423144.66,2018-11-25 00:00:00
1220,959,Equity,406628.81,2025-11-10 00:00:00
1221,417,Hybrid,386277.69,2024-05-14 00:00:00
1222,1345,Equity,45328.05,2025-01-01 00:00:00
1223,593,Goal-Based,64429.67,2019-01-28 00:00:00
1224,336,Hybrid,27314.97,2018-09-01 00:00:00
1225,1303,Equity,609573.83,2020-09-17 00:00:00
1226,1071,Fixed Income,88526.26,2019-12-01 00:00:00
1227,231,Equity,46713.95,2017-10-30 00:00:00
1228,682,Goal-Based,272297.05,2025-09-29 00:00:00
1229,1106,Fixed Income,174454.16,2024-10-03 00:00:00
1230,824,Goal-Based,135852.68,2021-07-20 00:00:00
1231,920,Equity,242694.9,2019-02-03 00:00:00
1232,836,Fixed Income,204584.57,2020-06-19 00:00:00
1233,922,Fixed Income,219767.43,2024-01-14 00:00:00
1234,1123,Equity,69610.66,2021-02-23 00:00:00
1235,689,Hybrid,743500.66,2017-04-14 00:00:00
1236,1104,Hybrid,111008.73,2018-06-04 00:00:00
1237,891,Equity,72510.56,2019-02-28 00:00:00
1238,1308,Equity,111452.69,2022-11-11 00:00:00
1239,713,Hybrid,25088.6,2026-01-16 00:00:00
1240,622,Hybrid,51350.76,2022-02-27 00:00:00
1241,709,Fixed Income,225780.76,2026-03-27 00:00:00
1242,1277,Fixed Income,96591.63,2022-08-31 00:00:00
1243,517,Equity,325206.08,2017-05-18 00:00:00
1244,603,Hybrid,2050263.51,2022-01-23 00:00:00
1245,638,Equity,178132.22,2021-06-19 00:00:00
1246,1207,Hybrid,337285.54,2025-06-14 00:00:00
1247,702,Fixed Income,858624.11,2017-11-04 00:00:00
1248,428,Fixed Income,97541.45,2025-12-17 00:00:00
1249,9,Hybrid,40131.97,2025-01-05 00:00:00
1250,1461,Hybrid,365239.27,2019-10-22 00:00:00
1251,999,Equity,667009.87,2022-12-18 00:00:00
1252,670,Equity,1255080.92,2024-05-31 00:00:00
1253,206,Goal-Based,81453.75,2023-04-29 00:00:00
1254,92,Equity,97464.49,2024-10-05 00:00:00
1255,984,Fixed Income,37125.07,2020-05-12 00:00:00
1256,472,Equity,502787.09,2020-12-08 00:00:00
1257,1291,Hybrid,585078.9,2023-05-14 00:00:00
1258,962,Equity,206975.52,2017-11-16 00:00:00
1259,100,Hybrid,156224.62,2023-09-25 00:00:00
1260,1274,Goal-Based,424420.56,2023-08-21 00:00:00
1261,1182,Equity,1780880.54,2017-10-12 00:00:00
1262,1173,Hybrid,190317.94,2019-12-11 00:00:00
1263,1080,Equity,263294.8,2023-06-27 00:00:00
1264,114,Hybrid,231418.16,2019-11-12 00:00:00
1265,380,Hybrid,112991.95,2024-09-12 00:00:00
1266,400,Equity,404341.22,2018-12-02 00:00:00
1267,594,Equity,241137.75,2023-04-17 00:00:00
1268,1194,Equity,27259.57,2018-04-28 00:00:00
1269,827,Equity,202391.7,2019-06-23 00:00:00
1270,1218,Equity,484017.88,2017-02-22 00:00:00
1271,1019,Fixed Income,47996.37,2018-11-02 00:00:00
1272,378,Equity,62309.46,2020-08-12 00:00:00
1273,244,Hybrid,39637.98,2021-07-08 00:00:00
1274,870,Fixed Income,318301.87,2018-04-22 00:00:00
1275,422,Hybrid,114085.01,2020-06-03 00:00:00
1276,277,Equity,318293.8,2020-12-15 00:00:00
1277,586,Fixed Income,130835.57,2024-10-08 00:00:00
1278,1131,Equity,165714.85,2022-03-26 00:00:00
1279,1383,Hybrid,38564.23,2017-08-08 00:00:00
1280,1414,Equity,56187.08,2025-02-13 00:00:00
1281,1431,Hybrid,339455.87,2021-11-25 00:00:00
1282,766,Fixed Income,164645.13,2019-11-08 00:00:00
1283,1004,Equity,23371.57,2024-09-01 00:00:00
1284,690,Equity,104958.94,2023-06-28 00:00:00
1285,763,Hybrid,843315.32,2025-02-20 00:00:00
1286,374,Hybrid,98916.99,2021-04-20 00:00:00
1287,515,Hybrid,111561.92,2024-10-11 00:00:00
1288,1245,Hybrid,288622.66,2019-02-24 00:00:00
1289,1305,Equity,220299.08,2019-08-01 00:00:00
1290,360,Goal-Based,162469.24,2023-02-04 00:00:00
1291,38,Hybrid,177983.6,2023-04-23 00:00:00
1292,481,Hybrid,609663.07,2024-04-09 00:00:00
1293,1106,Goal-Based,29630.66,2019-11-05 00:00:00
1294,1303,Fixed Income,48337.2,2021-04-20 00:00:00
1295,1157,Equity,122911.61,2025-11-27 00:00:00
1296,1366,Hybrid,73412.63,2021-04-02 00:00:00
1297,146,Equity,79097.82,2024-04-27 00:00:00
1298,1316,Hybrid,104064.04,2023-09-19 00:00:00
1299,5,Equity,264791.98,2024-11-29 00:00:00
1300,607,Equity,192858.23,2024-04-03 00:00:00
1301,680,Equity,243049.83,2022-05-24 00:00:00
1302,842,Fixed Income,184909.23,2025-05-26 00:00:00
1303,46,Hybrid,50573.08,2025-09-30 00:00:00
1304,934,Goal-Based,322309.59,2026-01-23 00:00:00
1305,20,Equity,359233.28,2022-04-23 00:00:00
1306,1272,Hybrid,25079.81,2020-06-12 00:00:00
1307,1474,Hybrid,52898.13,2026-02-25 00:00:00
1308,598,Goal-Based,78284.87,2019-08-24 00:00:00
1309,1367,Equity,243177.35,2026-03-25 00:00:00
1310,89,Equity,236727.46,2019-09-11 00:00:00
1311,1435,Equity,55194.69,2025-05-28 00:00:00
1312,153,Goal-Based,98584.85,2021-09-23 00:00:00
1313,452,Equity,59697.37,2025-02-02 00:00:00
1314,797,Fixed Income,75181.19,2023-02-16 00:00:00
1315,709,Equity,593836.73,2023-03-15 00:00:00
1316,121,Goal-Based,90660.24,2019-09-11 00:00:00
1317,1185,Hybrid,43970.15,2020-03-22 00:00:00
1318,533,Hybrid,201937.13,2026-03-27 00:00:00
1319,497,Fixed Income,122869.43,2018-07-01 00:00:00
1320,1478,Equity,54420.25,2024-04-09 00:00:00
1321,842,Fixed Income,266076.55,2025-12-20 00:00:00
1322,71,Goal-Based,347549.5,2020-09-12 00:00:00
1323,165,Fixed Income,427601.88,2017-10-19 00:00:00
1324,671,Fixed Income,1272219.44,2023-05-04 00:00:00
1325,1131,Hybrid,77760.86,2021-10-26 00:00:00
1326,1428,Hybrid,153620.72,2022-07-04 00:00:00
1327,698,Fixed Income,143997.8,2020-04-14 00:00:00
1328,585,Equity,257878.59,2017-05-17 00:00:00
1329,326,Equity,207268.49,2024-06-24 00:00:00
1330,1245,Goal-Based,210425.81,2020-06-30 00:00:00
1331,629,Hybrid,113465.6,2021-09-29 00:00:00
1332,1107,Fixed Income,1524892.49,2020-04-20 00:00:00
1333,210,Equity,109435.27,2021-06-12 00:00:00
1334,380,Fixed Income,227783.78,2023-05-25 00:00:00
1335,531,Equity,563692.99,2025-10-19 00:00:00
1336,300,Hybrid,158217.68,2024-06-22 00:00:00
1337,897,Goal-Based,149293.25,2018-01-25 00:00:00
1338,1102,Hybrid,269114.86,2022-06-09 00:00:00
1339,346,Equity,173176.04,2025-07-29 00:00:00
1340,614,Hybrid,172191.35,2017-05-15 00:00:00
1341,1329,Equity,433323.05,2017-06-22 00:00:00
1342,85,Hybrid,151990.94,2025-03-30 00:00:00
1343,1439,Equity,237833.31,2023-07-21 00:00:00
1344,604,Goal-Based,27769.4,2021-03-21 00:00:00
1345,909,Equity,53791.92,2025-02-04 00:00:00
1346,811,Equity,354663.61,2020-08-28 00:00:00
1347,726,Equity,191889.81,2018-05-27 00:00:00
1348,1500,Goal-Based,340853.09,2020-12-22 00:00:00
1349,603,Fixed Income,306214.22,2019-09-16 00:00:00
1350,417,Fixed Income,164796.89,2020-02-21 00:00:00
1351,315,Hybrid,115285.63,2018-02-18 00:00:00
1352,456,Hybrid,2019585.55,2025-03-21 00:00:00
1353,381,Hybrid,59246.45,2021-08-29 00:00:00
1354,430,Goal-Based,316445.65,2018-11-12 00:00:00
1355,1443,Equity,195019.72,2021-02-27 00:00:00
1356,307,Hybrid,397201.51,2022-07-10 00:00:00
1357,444,Fixed Income,38455.83,2021-09-10 00:00:00
1358,525,Goal-Based,498261.67,2024-01-18 00:00:00
1359,44,Equity,384130.68,2021-08-07 00:00:00
1360,1128,Hybrid,2550812.83,2025-12-24 00:00:00
1361,426,Equity,145714.46,2023-11-21 00:00:00
1362,300,Hybrid,112586.05,2022-11-08 00:00:00
1363,1146,Equity,620614.39,2026-01-25 00:00:00
1364,993,Equity,115486.87,2018-02-24 00:00:00
1365,1368,Hybrid,170994.93,2024-09-27 00:00:00
1366,396,Equity,243293.69,2023-12-14 00:00:00
1367,1315,Fixed Income,191171.75,2024-05-30 00:00:00
1368,341,Hybrid,404107.07,2022-08-07 00:00:00
1369,635,Fixed Income,298421.23,2022-04-30 00:00:00
1370,219,Equity,288085.38,2024-02-26 00:00:00
1371,1344,Hybrid,175935.63,2023-03-03 00:00:00
1372,555,Hybrid,37531.05,2018-02-04 00:00:00
1373,746,Goal-Based,301538.06,2025-12-21 00:00:00
1374,1128,Fixed Income,232186.2,2023-08-09 00:00:00
1375,1070,Hybrid,103431.78,2018-09-05 00:00:00
1376,1225,Equity,94121.78,2022-05-09 00:00:00
1377,1214,Fixed Income,461433.98,2025-08-02 00:00:00
1378,340,Equity,366728.12,2022-01-14 00:00:00
1379,1290,Equity,347686.71,2021-10-31 00:00:00
1380,780,Goal-Based,306544.02,2024-12-30 00:00:00
1381,1463,Equity,43335.57,2022-07-05 00:00:00
1382,507,Fixed Income,116849.6,2025-12-04 00:00:00
1383,1307,Goal-Based,74265.51,2017-07-23 00:00:00
1384,1083,Hybrid,53718.23,2022-07-15 00:00:00
1385,679,Equity,436688,2020-11-01 00:00:00
1386,1471,Fixed Income,197971.15,2020-09-10 00:00:00
1387,701,Goal-Based,93170.24,2024-10-26 00:00:00
1388,1455,Fixed Income,118602.28,2019-07-03 00:00:00
1389,1440,Equity,270147.42,2023-01-27 00:00:00
1390,346,Fixed Income,114448.58,2020-12-26 00:00:00
1391,1239,Hybrid,135070.1,2019-08-16 00:00:00
1392,1201,Fixed Income,308574.67,2023-03-10 00:00:00
1393,211,Hybrid,441137.32,2022-01-23 00:00:00
1394,455,Equity,419870.77,2020-03-27 00:00:00
1395,226,Equity,206288.09,2020-04-21 00:00:00
1396,370,Goal-Based,59155.45,2025-02-12 00:00:00
1397,1344,Equity,51727.49,2018-07-15 00:00:00
1398,768,Goal-Based,276267.37,2023-03-18 00:00:00
1399,503,Fixed Income,1798729.25,2022-05-11 00:00:00
1400,420,Hybrid,266067.48,2022-09-19 00:00:00
1401,279,Hybrid,221683.06,2019-09-21 00:00:00
1402,57,Hybrid,157436.46,2019-10-07 00:00:00
1403,891,Hybrid,211197.71,2020-05-12 00:00:00
1404,908,Equity,72425.89,2024-02-27 00:00:00
1405,245,Equity,679646.56,2024-05-19 00:00:00
1406,814,Fixed Income,232255.68,2018-07-16 00:00:00
1407,1241,Hybrid,265289.48,2023-10-06 00:00:00
1408,59,Equity,380616.8,2020-10-09 00:00:00
1409,811,Equity,400645.13,2019-03-26 00:00:00
1410,502,Equity,606129.25,2019-07-23 00:00:00
1411,616,Hybrid,127249.78,2025-07-21 00:00:00
1412,1479,Equity,90046.98,2025-08-14 00:00:00
1413,984,Equity,24295.21,2018-11-05 00:00:00
1414,327,Goal-Based,106535.21,2021-03-10 00:00:00
1415,482,Equity,109230.56,2017-01-18 00:00:00
1416,578,Hybrid,91746.23,2022-01-09 00:00:00
1417,853,Fixed Income,60390.17,2022-12-03 00:00:00
1418,131,Equity,40177.5,2017-11-26 00:00:00
1419,1144,Fixed Income,313477.54,2019-03-31 00:00:00
1420,994,Hybrid,118139.58,2021-08-14 00:00:00
1421,980,Goal-Based,95268.03,2022-02-28 00:00:00
1422,1156,Fixed Income,163129.05,2018-11-19 00:00:00
1423,875,Hybrid,56965.43,2022-02-20 00:00:00
1424,767,Equity,122316.46,2019-06-23 00:00:00
1425,1167,Hybrid,185186.88,2019-12-23 00:00:00
1426,1256,Equity,33281.65,2019-11-26 00:00:00
1427,933,Equity,77206.68,2021-09-13 00:00:00
1428,512,Goal-Based,273031.9,2018-11-27 00:00:00
1429,256,Equity,193918.74,2017-08-18 00:00:00
1430,211,Hybrid,282765.15,2021-05-11 00:00:00
1431,744,Hybrid,488462.85,2021-08-13 00:00:00
1432,1324,Fixed Income,111673.85,2021-12-27 00:00:00
1433,1178,Goal-Based,314359.87,2022-09-23 00:00:00
1434,1381,Equity,204196.65,2020-10-12 00:00:00
1435,1432,Equity,185078.68,2024-04-03 00:00:00
1436,154,Goal-Based,284047.74,2017-05-01 00:00:00
1437,737,Equity,445280.48,2023-12-10 00:00:00
1438,1126,Equity,423431.59,2019-05-27 00:00:00
1439,1035,Fixed Income,81723.99,2019-03-03 00:00:00
1440,912,Goal-Based,406832.95,2018-04-23 00:00:00
1441,328,Fixed Income,92321.35,2018-03-25 00:00:00
1442,243,Hybrid,267691.22,2018-03-15 00:00:00
1443,126,Hybrid,256997.23,2021-12-15 00:00:00
1444,168,Fixed Income,189258.59,2020-01-25 00:00:00
1445,1376,Equity,121179.8,2018-03-31 00:00:00
1446,302,Fixed Income,142186.18,2025-09-27 00:00:00
1447,1093,Equity,45149.92,2018-09-20 00:00:00
1448,1427,Hybrid,210769.51,2024-04-28 00:00:00
1449,418,Hybrid,678139.5,2020-01-16 00:00:00
1450,495,Fixed Income,274853,2022-07-19 00:00:00
1451,137,Hybrid,75134.63,2020-10-26 00:00:00
1452,787,Goal-Based,92635.49,2025-04-23 00:00:00
1453,98,Equity,131622.12,2020-12-31 00:00:00
1454,1379,Goal-Based,357622.98,2022-10-14 00:00:00
1455,1355,Equity,185350.27,2020-06-15 00:00:00
1456,1143,Fixed Income,282833.85,2022-05-29 00:00:00
1457,903,Equity,52711.8,2022-03-06 00:00:00
1458,358,Fixed Income,146483.97,2024-03-22 00:00:00
1459,1229,Equity,83519.29,2022-11-19 00:00:00
1460,1274,Goal-Based,117620.57,2020-04-04 00:00:00
1461,496,Fixed Income,60483.66,2025-11-30 00:00:00
1462,1149,Hybrid,653838.25,2021-09-13 00:00:00
1463,1016,Equity,54735.78,2017-03-13 00:00:00
1464,84,Equity,90827.39,2023-02-26 00:00:00
1465,1176,Equity,209984.56,2024-10-27 00:00:00
1466,355,Fixed Income,205223.03,2022-01-11 00:00:00
1467,818,Equity,117926.88,2025-09-05 00:00:00
1468,1472,Equity,230571.12,2024-12-01 00:00:00
1469,913,Hybrid,912961.1,2026-03-04 00:00:00
1470,676,Equity,194933.34,2025-12-29 00:00:00
1471,1428,Equity,704443,2018-10-09 00:00:00
1472,540,Equity,158066.87,2023-07-15 00:00:00
1473,836,Equity,89823.93,2024-04-13 00:00:00
1474,651,Equity,84392.45,2024-06-10 00:00:00
1475,318,Fixed Income,118760.08,2019-03-03 00:00:00
1476,1242,Fixed Income,34045.17,2017-03-26 00:00:00
1477,1480,Equity,703972.48,2023-04-11 00:00:00
