holding_id,portfolio_id,asset_class,instrument_name,quantity,market_value
2551,56,Equity,AMZN,477,185653.59
2552,1633,Equity,NVDA,604,182205.26
2553,2456,Mutual Fund,Balanced Income Fund,568,7506.73
2554,1769,Equity,AMZN,314,123190.39
2555,309,Mutual Fund,Global Growth Fund,146,1573.64
2556,88,Mutual Fund,Global Growth Fund,1632,64372.82
2557,963,Bond,UST 10Y,50,50226.82
2558,1712,Equity,GOOGL,674,178144.3
2559,2023,Cash,CAD Cash,1,113366.39
2560,474,Cash,USD Cash,1,9429.21
2561,1852,Mutual Fund,Balanced Income Fund,768,89157.78
2562,1633,ETF,VGK,431,148786.71
2563,314,Equity,GOOGL,204,86002.85
2564,1092,ETF,VTI,680,70637.3
2565,2469,Bond,UST 10Y,196,25537.47
2566,582,Bond,Corp Bond B,56,64242.18
2567,1136,ETF,XIC,287,17146.16
2568,1354,Equity,NVDA,890,367270.4
2569,1530,ETF,VGK,596,69732.65
2570,1411,Equity,MSFT,234,15045.39
2571,1280,Equity,MSFT,180,22403.79
2572,1940,Equity,NVDA,265,62989.06
2573,200,Cash,USD Cash,1,47516.76
2574,358,ETF,QQQ,51,10915.51
2575,317,Bond,Euro Gov Bond,177,199656.68
2576,1872,Equity,AAPL,829,350831.29
2577,1468,Mutual Fund,Balanced Income Fund,1673,87413.84
2578,1498,ETF,VTI,281,93763.71
2579,1820,Mutual Fund,US Bluechip Fund,1499,170659.65
2580,1959,Mutual Fund,US Bluechip Fund,1322,59883.95
2581,1654,Equity,V,982,161891.24
2582,775,Bond,UST 5Y,268,122012.27
2583,2297,Equity,NVDA,601,231370.91
2584,1981,Equity,GOOGL,583,83217
2585,2305,Equity,AAPL,793,196295.11
2586,247,Equity,V,89,22014.94
2587,575,Equity,UNH,516,194165.69
2588,1183,ETF,XIC,573,157293.29
2589,659,Mutual Fund,US Bluechip Fund,943,31364.79
2590,1458,Bond,UK Gilt 2030,264,45731.71
2591,380,ETF,XIC,457,55179.03
2592,367,ETF,QQQ,136,21753.44
2593,1039,Bond,UK Gilt 2030,54,48337.5
2594,1432,Bond,Euro Gov Bond,143,58543.3
2595,2484,ETF,QQQ,305,112887.51
2596,1028,Bond,Corp Bond A,24,8876.89
2597,2024,Bond,UST 10Y,59,58871.67
2598,1113,Equity,NESN,994,315008.65
2599,2170,Equity,GOOGL,893,86338.49
2600,2124,Equity,AAPL,946,129426.05
2601,1100,ETF,VTI,97,13067.98
2602,2489,Bond,Euro Gov Bond,23,19089.39
2603,857,Bond,UST 5Y,182,106185.67
2604,1371,Bond,Euro Gov Bond,130,28513.96
2605,1039,Equity,UNH,758,245327.37
2606,1609,Bond,UST 10Y,79,9508.3
2607,2322,Equity,AAPL,580,160377.04
2608,493,ETF,VTI,915,344581.83
2609,1624,Equity,V,662,228480.55
2610,403,Bond,UST 5Y,80,75456.02
2611,2444,Equity,UNH,769,161051.41
2612,2155,Equity,AAPL,499,128773.33
2613,1190,Equity,AAPL,266,77518.78
2614,2337,ETF,EWU,349,30027.24
2615,767,Mutual Fund,Euro Equity Fund,1145,62855.08
2616,1980,Equity,UNH,848,218093.19
2617,2455,ETF,SPY,100,40804.21
2618,1087,Equity,AMZN,599,121829.74
2619,1378,ETF,VTI,540,11142.84
2620,203,ETF,EWU,941,303025.89
2621,1448,ETF,VTI,149,5294.74
2622,1933,Bond,Corp Bond B,170,37172.8
2623,1932,Equity,NESN,944,183519.45
2624,1913,Mutual Fund,US Bluechip Fund,1785,127351.04
2625,561,Bond,UK Gilt 2030,78,39767.84
2626,432,Mutual Fund,Balanced Income Fund,1297,44808.08
2627,1335,Mutual Fund,Euro Equity Fund,2274,49077.23
2628,2231,Equity,AAPL,927,202194.01
2629,147,Equity,NVDA,251,102747.36
2630,2282,Equity,V,515,189585.79
2631,72,Bond,Corp Bond B,204,200705.62
2632,1681,Mutual Fund,Euro Equity Fund,2313,187132.85
2633,1234,ETF,EWU,170,68397.62
2634,135,ETF,EWU,69,6347.74
2635,1714,ETF,QQQ,143,13613.71
2636,1740,ETF,SPY,303,111472.08
2637,375,Equity,NESN,878,359888.22
2638,1014,Mutual Fund,US Bluechip Fund,2450,30604.05
2639,2322,Equity,TSLA,564,221106.84
2640,1474,Cash,USD Cash,1,2051.09
2641,1662,Bond,UK Gilt 2030,267,202264.37
2642,39,Equity,NVDA,91,23191.27
2643,695,Bond,Euro Gov Bond,284,155282.6
2644,1388,Equity,UNH,227,80116.78
2645,1628,Mutual Fund,Global Growth Fund,933,51136.56
2646,131,Equity,NESN,237,98291.39
2647,1594,Equity,NVDA,88,18022.83
2648,1653,Mutual Fund,US Bluechip Fund,1630,103187.43
2649,124,ETF,SPY,945,211586.77
2650,262,ETF,QQQ,120,6869.88
2651,737,Equity,JPM,423,129140
2652,1206,Equity,AMZN,213,31026.74
2653,1973,ETF,XIC,681,65221.5
2654,1226,Equity,UNH,558,223557.71
2655,1366,Equity,TSLA,545,240246.57
2656,2188,Mutual Fund,Balanced Income Fund,2265,31310.45
2657,158,Cash,GBP Cash,1,35541.23
2658,1382,Bond,Corp Bond A,57,52567.84
2659,390,Mutual Fund,Euro Equity Fund,1467,76948.26
2660,1489,ETF,QQQ,779,132155.19
2661,220,Equity,AAPL,747,122289.41
2662,1922,Mutual Fund,Euro Equity Fund,2061,60800.83
2663,38,Cash,EUR Cash,1,35197.74
2664,1788,ETF,EWU,673,216366.72
2665,822,Mutual Fund,Balanced Income Fund,1416,13827.93
2666,375,Equity,TSLA,968,189390.45
2667,1873,Equity,MSFT,87,23329.58
2668,1387,Equity,GOOGL,64,28782.44
2669,1815,Bond,Corp Bond B,165,41663.47
2670,500,Bond,Euro Gov Bond,140,43655.63
2671,850,Bond,Corp Bond A,164,79381.21
2672,215,Mutual Fund,Balanced Income Fund,369,11874.29
2673,1524,Mutual Fund,Balanced Income Fund,736,65819.19
2674,499,Cash,GBP Cash,1,121943.28
2675,2040,Mutual Fund,Euro Equity Fund,588,14259.79
2676,2043,Equity,MSFT,439,96011.1
2677,1225,Mutual Fund,Euro Equity Fund,1996,99532.34
2678,2012,ETF,VTI,417,82974.72
2679,1095,Equity,UNH,916,279764.83
2680,1221,Mutual Fund,Euro Equity Fund,462,38652.31
2681,1635,Equity,V,592,60224.02
2682,2322,Bond,UK Gilt 2030,285,119687.74
2683,1095,Mutual Fund,Euro Equity Fund,1998,45007.78
2684,2252,Mutual Fund,Balanced Income Fund,1681,196916.06
2685,1662,Mutual Fund,Euro Equity Fund,1064,13854.49
2686,74,ETF,QQQ,922,85755.84
2687,2000,Bond,UST 5Y,235,224498.34
2688,1436,ETF,VGK,480,73277.52
2689,2200,Equity,UNH,683,213544.9
2690,461,Equity,UNH,582,161727.77
2691,595,ETF,QQQ,688,78335.15
2692,1664,Equity,AMZN,211,24288.62
2693,1023,Mutual Fund,US Bluechip Fund,142,6553.12
2694,971,Equity,AAPL,326,24182.44
2695,1283,Equity,AAPL,320,35938.3
2696,1956,Bond,UST 10Y,127,128789.22
2697,1428,Mutual Fund,US Bluechip Fund,984,44126.91
2698,904,Bond,Corp Bond A,19,21539.13
2699,1500,Cash,CAD Cash,1,88367.53
2700,721,Equity,GOOGL,594,173058.96
2701,2060,Equity,AMZN,995,23897.58
2702,920,ETF,VTI,697,313599.39
2703,158,Cash,GBP Cash,1,64523.95
2704,975,Mutual Fund,Euro Equity Fund,949,44600.89
2705,1896,Cash,CAD Cash,1,35331.3
2706,1501,Mutual Fund,Global Growth Fund,1642,115867.93
2707,1807,Equity,NESN,350,77369.36
2708,1928,Equity,JPM,778,265804.98
2709,1776,Mutual Fund,US Bluechip Fund,2109,85211.95
2710,1992,Equity,AAPL,685,136965.87
2711,114,ETF,VGK,20,7157.58
2712,2372,Equity,V,992,254061.29
2713,1998,ETF,EWU,354,156012.1
2714,263,Mutual Fund,US Bluechip Fund,2388,39940.45
2715,707,Bond,Corp Bond A,281,33488.26
2716,1230,ETF,VTI,466,36119.89
2717,803,Bond,UST 5Y,260,233322.39
2718,139,Bond,UST 10Y,146,55070.8
2719,1234,Equity,GOOGL,338,149845.36
2720,801,Equity,V,795,73567.85
2721,1290,ETF,VGK,198,34225.86
2722,1763,Equity,AAPL,229,39420.75
2723,1876,Equity,TSLA,448,34692.75
2724,2343,ETF,VGK,682,158590.41
2725,1237,Cash,CAD Cash,1,125493.88
2726,106,Equity,V,376,17079.81
2727,2171,Mutual Fund,Euro Equity Fund,195,7442.01
2728,608,Equity,JPM,260,76885.8
2729,1275,Mutual Fund,Balanced Income Fund,1704,137897.83
2730,1628,ETF,VGK,232,79949.53
2731,1968,ETF,QQQ,82,3682.29
2732,841,Equity,TSLA,192,27941.61
2733,1297,Equity,AAPL,265,32023.05
2734,961,Equity,GOOGL,78,23071.32
2735,2177,Equity,V,864,342985.22
2736,1930,Equity,MSFT,614,227583.02
2737,1354,Mutual Fund,Balanced Income Fund,1403,116758.72
2738,2181,Bond,Corp Bond B,137,16917.45
2739,5,Mutual Fund,Euro Equity Fund,310,28108.22
2740,1964,Equity,V,235,57537.5
2741,1029,Mutual Fund,US Bluechip Fund,1060,71524.07
2742,1442,Mutual Fund,Euro Equity Fund,2154,121382.54
2743,540,ETF,EWU,698,56080.82
2744,193,Equity,JPM,192,70361.27
2745,1989,Equity,JPM,213,65234.78
2746,1624,Mutual Fund,Euro Equity Fund,2261,132086.1
2747,62,Equity,UNH,444,164118.09
2748,1420,Bond,UST 10Y,199,53124.46
2749,321,Cash,CAD Cash,1,38205.7
2750,1024,Mutual Fund,US Bluechip Fund,601,57495.06
2751,1049,Bond,UK Gilt 2030,280,275577.37
2752,1502,Equity,JPM,698,267761.25
2753,1874,Mutual Fund,Global Growth Fund,413,18766.02
2754,2462,Equity,TSLA,785,235936.71
2755,883,Mutual Fund,Global Growth Fund,861,42684.51
2756,1974,ETF,QQQ,625,15616.17
2757,1441,Equity,MSFT,825,179563.2
2758,647,ETF,QQQ,207,34553.84
2759,584,Mutual Fund,Euro Equity Fund,609,36352.14
2760,1075,Mutual Fund,US Bluechip Fund,1404,109934.39
2761,476,Bond,UST 10Y,250,202920.15
2762,605,Mutual Fund,Balanced Income Fund,1190,66887.94
2763,959,Bond,Corp Bond A,98,105530.24
2764,1083,Mutual Fund,Euro Equity Fund,242,27016.16
2765,1219,Mutual Fund,Euro Equity Fund,210,7845.11
2766,1355,Bond,UST 5Y,140,164039.59
2767,1059,Bond,UK Gilt 2030,203,158979.34
2768,733,Equity,UNH,10,4019.17
2769,800,ETF,VTI,811,260786.36
2770,2393,Equity,UNH,768,133296.17
2771,454,Mutual Fund,US Bluechip Fund,1828,133820.37
2772,1182,Equity,MSFT,533,192967.07
2773,2219,Bond,UST 5Y,38,29418.11
2774,1598,Mutual Fund,Balanced Income Fund,2399,224652.66
2775,1149,ETF,XIC,327,122997.9
2776,1878,Cash,USD Cash,1,129137.31
2777,179,ETF,VTI,297,98896.75
2778,910,Equity,NVDA,816,207867.33
2779,464,Mutual Fund,US Bluechip Fund,2083,233131.76
2780,402,Equity,UNH,611,118216.92
2781,1910,Equity,NVDA,389,104045.51
2782,2377,Mutual Fund,Balanced Income Fund,1367,90338.41
2783,106,Equity,TSLA,547,95236.08
2784,1009,Mutual Fund,Balanced Income Fund,2264,178893.14
2785,2091,ETF,QQQ,898,75041.1
2786,2071,Equity,AAPL,132,12007.77
2787,697,Cash,CAD Cash,1,126701.88
2788,1496,Cash,CAD Cash,1,86169.17
2789,1140,Mutual Fund,Global Growth Fund,1191,65979.22
2790,553,Cash,USD Cash,1,28927.12
2791,1920,Equity,V,728,195625.76
2792,853,Equity,GOOGL,53,8718.63
2793,1561,Bond,Euro Gov Bond,57,46027.87
2794,2070,Bond,Euro Gov Bond,71,68577.88
2795,782,Equity,AMZN,913,191930.26
2796,2386,Mutual Fund,Euro Equity Fund,1030,80700.76
2797,646,Mutual Fund,Global Growth Fund,983,117339.25
2798,2419,Equity,NESN,839,264598.13
2799,1440,Equity,V,922,122603.82
2800,2038,ETF,VTI,753,243574.13
2801,1746,Bond,UST 5Y,189,133332.46
2802,1339,Bond,UST 5Y,243,244906.72
2803,2275,Bond,UK Gilt 2030,264,69883.85
2804,616,Mutual Fund,Euro Equity Fund,261,9599.94
2805,1525,Equity,GOOGL,253,78752.11
2806,1041,Mutual Fund,Global Growth Fund,1528,40298.9
2807,413,Bond,Corp Bond A,183,48602.7
2808,98,Equity,NVDA,325,52639.82
2809,1130,Equity,AMZN,565,26375.17
2810,2265,Mutual Fund,Euro Equity Fund,340,19230.39
2811,2478,Mutual Fund,US Bluechip Fund,612,62193.95
2812,521,Bond,Corp Bond B,291,145414.64
2813,897,Equity,V,496,27496.01
2814,1609,ETF,SPY,304,113173.56
2815,641,ETF,SPY,392,16879.85
2816,882,Equity,TSLA,723,167234.61
2817,2321,Bond,Euro Gov Bond,148,35703.41
2818,1002,Equity,NESN,625,198341.83
2819,1830,Mutual Fund,Balanced Income Fund,1167,132318.57
2820,309,Mutual Fund,Euro Equity Fund,105,4182.35
2821,421,Equity,UNH,40,12197.7
2822,1163,Bond,UST 10Y,97,52228.32
2823,35,Cash,USD Cash,1,37789.59
2824,1490,Mutual Fund,Euro Equity Fund,243,16100.02
2825,1450,Mutual Fund,Euro Equity Fund,581,58036.18
2826,1179,ETF,VGK,686,14743.63
2827,1821,Cash,EUR Cash,1,43932.36
2828,513,Equity,AAPL,448,98472.27
2829,76,Equity,AMZN,34,2878.98
2830,1293,Cash,CAD Cash,1,44544.79
2831,1020,Mutual Fund,Euro Equity Fund,1189,109479.43
2832,1171,Equity,JPM,971,170071.45
2833,299,Equity,AMZN,501,76165.4
2834,244,Mutual Fund,Global Growth Fund,1433,136273.41
2835,165,Bond,UST 10Y,92,15627.63
2836,67,Bond,UST 10Y,80,30855.9
2837,1856,Mutual Fund,Euro Equity Fund,993,34019.28
2838,1043,Equity,TSLA,676,290279.6
2839,1261,Bond,UST 10Y,151,26262.59
2840,896,ETF,SPY,784,48188.75
2841,2340,ETF,XIC,406,156882.21
2842,546,Equity,NVDA,164,14744.67
2843,1686,Equity,GOOGL,179,44311.75
2844,377,ETF,QQQ,519,138162.23
2845,2112,ETF,SPY,736,180291.98
2846,782,Equity,UNH,851,171308.79
2847,1311,ETF,VGK,881,388941.84
2848,653,Bond,Corp Bond A,200,44808.92
2849,297,Bond,UST 5Y,112,88706.52
2850,978,Bond,UK Gilt 2030,285,131287.39
2851,2216,Equity,GOOGL,718,294069.1
2852,1352,Bond,Corp Bond A,62,53908.47
2853,1011,ETF,SPY,211,14044.52
2854,620,ETF,EWU,869,89670.14
2855,43,Equity,GOOGL,711,230568.06
2856,1549,Equity,TSLA,799,59352.83
2857,189,ETF,QQQ,22,9548.1
2858,2429,ETF,EWU,573,26461.44
2859,1956,Mutual Fund,Global Growth Fund,1513,65037.53
2860,1111,Mutual Fund,Global Growth Fund,1734,98024.09
2861,1482,Mutual Fund,Balanced Income Fund,1405,35792.41
2862,550,Equity,TSLA,895,246258.78
2863,2291,Equity,JPM,150,22272.23
2864,733,ETF,SPY,130,53497.09
2865,1716,Bond,Corp Bond A,198,70441.83
2866,1605,Mutual Fund,Global Growth Fund,127,1073.23
2867,1589,Bond,Euro Gov Bond,115,131496.35
2868,2110,ETF,VGK,310,127876.25
2869,1420,ETF,VGK,961,99600.31
2870,2236,Equity,AMZN,187,56650.43
2871,1205,Equity,NESN,428,188767
2872,2345,Mutual Fund,Balanced Income Fund,1614,176336.01
2873,92,Equity,UNH,695,231523.25
2874,587,Bond,Euro Gov Bond,268,305318.98
2875,1845,Bond,Corp Bond B,44,7257.17
2876,2202,Cash,GBP Cash,1,25392.89
2877,1536,Equity,UNH,127,27400.84
2878,1265,ETF,SPY,810,227449.28
2879,1476,Equity,AMZN,536,181137.07
2880,1711,Equity,NESN,995,297179.55
2881,2443,Equity,GOOGL,826,361255.44
2882,1957,Mutual Fund,Balanced Income Fund,1835,32327.24
2883,254,ETF,QQQ,515,35898.05
2884,1569,ETF,QQQ,720,222465.93
2885,1143,Bond,Corp Bond B,79,79706.26
2886,631,Mutual Fund,Euro Equity Fund,851,63422.32
2887,274,Equity,UNH,437,182226.53
2888,1864,Mutual Fund,Balanced Income Fund,201,21778.43
2889,1533,Bond,UK Gilt 2030,35,13059.66
2890,74,Cash,GBP Cash,1,8577.31
2891,2296,Mutual Fund,Euro Equity Fund,1666,76269.63
2892,1616,ETF,EWU,434,27557.29
2893,2297,Equity,NVDA,363,115690.92
2894,1049,Bond,Euro Gov Bond,178,133440.58
2895,1787,Bond,Euro Gov Bond,245,231256.93
2896,799,Mutual Fund,Global Growth Fund,1058,53070.59
2897,2378,Bond,UST 10Y,249,215818.88
2898,1245,Mutual Fund,Euro Equity Fund,1969,21610.83
2899,2082,Mutual Fund,Balanced Income Fund,1953,162049.47
2900,1229,Mutual Fund,US Bluechip Fund,1633,178432.33
2901,1105,Bond,Euro Gov Bond,265,75756.45
2902,1604,Equity,NESN,664,145646.35
2903,2400,Equity,NVDA,314,111264.77
2904,1083,Equity,V,614,159378.79
2905,1889,Mutual Fund,Balanced Income Fund,520,30944.38
2906,837,Equity,AMZN,608,176197.96
2907,255,Equity,UNH,465,108976.45
2908,454,Bond,UK Gilt 2030,219,177845.78
2909,1484,Equity,V,163,33670.38
2910,1892,Cash,GBP Cash,1,59986.41
2911,741,Mutual Fund,Balanced Income Fund,1541,138605.82
2912,112,Equity,TSLA,709,259805.69
2913,1789,Cash,USD Cash,1,112793.39
2914,1225,Equity,V,842,50251.12
2915,825,Equity,NESN,115,30456.35
2916,423,ETF,XIC,798,357415.64
2917,1706,ETF,EWU,290,22969.73
2918,1543,Bond,Corp Bond A,209,73862.49
2919,2277,Bond,UST 10Y,277,244061.24
2920,479,ETF,EWU,32,10503.08
2921,1155,Bond,Corp Bond A,253,269759.99
2922,2468,Mutual Fund,Global Growth Fund,1158,42635.66
2923,2308,Bond,Corp Bond A,75,61127.16
2924,1881,ETF,XIC,456,72125.47
2925,1131,Equity,NVDA,854,142683.17
2926,1307,Equity,AAPL,202,22872.94
2927,1952,Bond,UST 10Y,39,26690.33
2928,1411,ETF,EWU,577,34171.26
2929,495,Equity,AMZN,446,59369.47
2930,599,Equity,JPM,766,69101.36
2931,302,Equity,MSFT,97,30628.25
2932,1581,ETF,XIC,377,46020.96
2933,695,Bond,UST 10Y,218,49860.56
2934,696,Equity,MSFT,861,55203.17
2935,1646,Equity,V,765,282738.81
2936,1186,Bond,UST 10Y,196,210344.41
2937,29,ETF,VTI,320,133081.05
2938,2280,Equity,MSFT,984,291540.86
2939,1570,Bond,Corp Bond B,299,345528.96
2940,1495,Mutual Fund,Balanced Income Fund,2133,17360.69
2941,1026,Bond,Euro Gov Bond,202,120231.68
2942,1586,Equity,TSLA,927,150564.54
2943,2190,Bond,UST 5Y,266,124325.12
2944,2333,Equity,UNH,311,73481.83
2945,413,Mutual Fund,US Bluechip Fund,1372,159157.76
2946,1982,Equity,GOOGL,526,27649.88
2947,685,Mutual Fund,Global Growth Fund,1580,66341.13
2948,1304,Equity,AAPL,530,85326.52
2949,2112,ETF,EWU,592,152674.6
2950,680,Mutual Fund,Balanced Income Fund,792,73779.34
2951,2170,Equity,JPM,414,66294.98
2952,1774,Mutual Fund,Global Growth Fund,2351,275567.17
2953,2063,Bond,Corp Bond A,103,97199.93
2954,1127,Mutual Fund,Euro Equity Fund,1857,97745.37
2955,1710,Mutual Fund,Balanced Income Fund,1573,103567.62
2956,1163,Equity,GOOGL,196,57342.09
2957,1073,Equity,AAPL,271,47643.26
2958,86,Mutual Fund,US Bluechip Fund,265,16797.53
2959,1123,Equity,UNH,993,348883.01
2960,916,Mutual Fund,Balanced Income Fund,655,43211.24
2961,1990,Equity,TSLA,510,79431.85
2962,2325,ETF,EWU,338,91308.42
2963,1003,Bond,Corp Bond A,265,270423.97
2964,672,ETF,EWU,368,81525.64
2965,814,Equity,MSFT,560,30130.41
2966,2418,Equity,NVDA,273,33302.37
2967,1453,Equity,V,391,51884.66
2968,2229,Mutual Fund,Global Growth Fund,2330,175338.26
2969,892,Mutual Fund,Global Growth Fund,955,113231.54
2970,1887,Bond,UST 10Y,91,33696.53
2971,2406,Bond,UK Gilt 2030,173,96095.5
2972,568,Mutual Fund,Global Growth Fund,1887,209088.23
2973,2168,ETF,XIC,395,173453.83
2974,571,Equity,TSLA,73,8208.27
2975,2165,ETF,VTI,888,260097.37
2976,1790,Bond,Corp Bond A,263,24833.81
2977,1371,Equity,AAPL,469,169197.51
2978,856,Equity,NVDA,642,258310.52
2979,1771,ETF,QQQ,72,6299.22
2980,546,ETF,VTI,633,274716.77
2981,1995,Equity,AMZN,700,105770.69
2982,26,Bond,UST 5Y,253,85807.46
2983,2493,Equity,NVDA,984,127155.84
2984,1787,Equity,NESN,62,23576.49
2985,873,Equity,V,746,331400.96
2986,1863,ETF,VGK,331,70244.84
2987,1695,Equity,GOOGL,839,204898.03
2988,654,Mutual Fund,Global Growth Fund,421,8092.77
2989,1022,Mutual Fund,Balanced Income Fund,791,57755.2
2990,1245,Bond,Corp Bond B,63,30828.55
2991,1091,Equity,JPM,779,316638.51
2992,2380,Equity,JPM,933,47562.93
2993,2286,Equity,V,819,340787.06
2994,2392,Equity,TSLA,132,58607.79
2995,1823,Bond,UST 5Y,235,224265.05
2996,894,Equity,TSLA,557,225439.67
2997,1217,Cash,GBP Cash,1,53956.43
2998,58,ETF,VGK,77,8554.78
2999,354,Equity,AAPL,929,378219.46
3000,270,Equity,AMZN,179,56982.7
3001,268,Equity,JPM,810,55589.37
3002,1917,Equity,MSFT,16,7121.2
3003,2420,Bond,UST 5Y,99,93342.15
3004,171,Mutual Fund,Global Growth Fund,1759,89683.2
3005,2136,ETF,XIC,618,112566.41
3006,1897,ETF,VGK,654,61331.2
3007,2097,Equity,V,418,23603.01
3008,2181,Equity,NESN,738,75678.84
3009,449,ETF,VGK,673,77933.71
3010,1008,Equity,GOOGL,590,263253.49
3011,241,ETF,SPY,345,49793.25
3012,309,Equity,UNH,86,25185.75
3013,2265,ETF,QQQ,612,213763.25
3014,101,ETF,VTI,185,31871.57
3015,87,Bond,UK Gilt 2030,270,280862.68
3016,1310,ETF,XIC,831,230668.88
3017,2290,ETF,SPY,430,142669.16
3018,973,Equity,MSFT,205,23054.87
3019,1036,Bond,Euro Gov Bond,259,199567.14
3020,1008,ETF,VTI,549,207278.1
3021,720,ETF,VTI,666,211217.36
3022,370,Cash,EUR Cash,1,30827.86
3023,1732,Equity,TSLA,161,34417.58
3024,2232,ETF,SPY,151,4533.53
3025,1810,Equity,AMZN,674,13928.53
3026,215,Mutual Fund,Global Growth Fund,2158,117124.32
3027,1790,Equity,TSLA,801,270221.11
3028,1493,ETF,VGK,191,62040.15
3029,1895,Bond,UK Gilt 2030,239,134861.24
3030,1862,Equity,MSFT,359,58243.07
3031,1232,Equity,JPM,120,44539.42
3032,310,Mutual Fund,Global Growth Fund,1705,43677.13
3033,1446,Bond,Corp Bond A,242,136841.99
3034,468,Mutual Fund,US Bluechip Fund,1390,65276.98
3035,255,Equity,V,728,265957.8
3036,1517,Mutual Fund,Balanced Income Fund,924,73269.52
3037,588,Mutual Fund,Euro Equity Fund,1040,11905.34
3038,457,ETF,VTI,343,86760.92
3039,1168,Mutual Fund,Euro Equity Fund,458,26515.96
3040,517,Bond,Corp Bond A,56,58216.23
3041,1187,Equity,AAPL,227,15163.98
3042,1149,Equity,V,371,141625.09
3043,2253,Mutual Fund,Euro Equity Fund,716,76000.85
3044,1263,Equity,V,815,184266.04
3045,515,ETF,VGK,38,16831.3
3046,502,Mutual Fund,US Bluechip Fund,480,10846.53
3047,2128,ETF,XIC,21,1544.57
3048,889,Bond,UST 10Y,73,62114.17
3049,2136,Cash,EUR Cash,1,129458.74
3050,624,ETF,SPY,502,193527.65
3051,467,Equity,JPM,578,237748.73
3052,582,ETF,QQQ,236,41350.73
3053,2095,Mutual Fund,Euro Equity Fund,151,5395.73
3054,1491,Mutual Fund,Global Growth Fund,1413,65696.45
3055,2128,Bond,Euro Gov Bond,58,62093.85
3056,1392,ETF,SPY,891,222515.36
3057,2374,ETF,VTI,89,38648.89
3058,496,Bond,UK Gilt 2030,257,223127.5
3059,2446,Equity,NVDA,392,82877.72
3060,1543,Mutual Fund,Balanced Income Fund,1486,145028.82
3061,2341,Equity,V,864,129544.79
3062,2344,Equity,NESN,85,7731.67
3063,792,Equity,V,663,179373.59
3064,2401,Bond,UK Gilt 2030,5,2759.59
3065,1694,ETF,VTI,39,8203.95
3066,217,Mutual Fund,Balanced Income Fund,1521,42262.23
3067,946,Equity,NVDA,688,200646.42
3068,1639,Mutual Fund,Euro Equity Fund,961,41499.02
3069,1169,ETF,VGK,793,236933.67
3070,1163,Equity,GOOGL,677,68812.25
3071,2260,ETF,XIC,22,7106.43
3072,2457,Equity,V,198,46188.97
3073,734,Bond,UST 10Y,233,140527.24
3074,2420,Cash,USD Cash,1,19201.22
3075,966,Bond,Corp Bond B,151,144965.4
3076,421,Equity,NESN,168,53662.61
3077,1863,Mutual Fund,Global Growth Fund,1281,21742.11
3078,914,ETF,VTI,119,48144.31
3079,1744,Mutual Fund,Euro Equity Fund,1157,16052.86
3080,1132,Bond,Euro Gov Bond,215,226806.61
3081,970,ETF,VTI,926,211327.04
3082,741,Mutual Fund,Balanced Income Fund,1212,14861.34
3083,1457,Equity,AAPL,391,57606.68
3084,2044,Equity,NVDA,155,43586.03
3085,652,Mutual Fund,US Bluechip Fund,374,21687.76
3086,1549,Equity,AMZN,313,17023.72
3087,1665,Equity,JPM,593,106537.07
3088,2386,Equity,V,280,29979.43
3089,1188,Equity,TSLA,76,28367.87
3090,1551,Equity,NESN,631,159110.8
3091,371,Equity,GOOGL,897,366006.88
3092,1155,ETF,XIC,940,232399.17
3093,2156,Mutual Fund,Global Growth Fund,1993,156282.93
3094,593,Bond,Corp Bond B,74,77429.15
3095,1581,Equity,GOOGL,174,37087.61
3096,1741,Mutual Fund,US Bluechip Fund,1374,51975.65
3097,2097,ETF,SPY,174,67778.86
3098,646,Equity,AMZN,536,36273.74
3099,1908,ETF,QQQ,361,150316.84
3100,1945,Bond,UST 10Y,105,17303.14
3101,1260,Equity,NVDA,407,164564.16
3102,425,Equity,AAPL,216,17696.3
3103,160,ETF,VGK,943,311995.05
3104,1863,Mutual Fund,Global Growth Fund,756,76916.41
3105,223,Bond,UK Gilt 2030,112,107157.1
3106,306,Cash,USD Cash,1,35249.7
3107,2122,Cash,EUR Cash,1,118316.69
3108,1450,Mutual Fund,US Bluechip Fund,486,13619.9
3109,1341,Equity,NESN,878,350968.35
3110,527,Equity,GOOGL,394,55787.46
3111,2128,Equity,TSLA,593,21461.37
3112,1062,Equity,AMZN,336,91566.62
3113,1741,Bond,UK Gilt 2030,99,47198.24
3114,973,Bond,Corp Bond A,18,12456.88
3115,964,Bond,Corp Bond B,79,68288.09
3116,1397,Mutual Fund,Euro Equity Fund,92,6928.92
3117,2237,Equity,TSLA,647,142461.88
3118,1529,Mutual Fund,Global Growth Fund,1076,71281.67
3119,393,Bond,Euro Gov Bond,254,40465.45
3120,663,Equity,NVDA,559,23443.08
3121,1796,Mutual Fund,Balanced Income Fund,1076,94145.9
3122,438,Bond,Euro Gov Bond,154,136447.04
3123,15,Mutual Fund,Balanced Income Fund,2124,66814.98
3124,928,Mutual Fund,Balanced Income Fund,1808,103578.16
3125,2447,Equity,NVDA,917,382813.11
3126,2092,Mutual Fund,Euro Equity Fund,897,50219.02
3127,548,Equity,AAPL,949,426241.82
3128,240,Bond,UK Gilt 2030,277,211996.23
3129,145,Equity,UNH,697,157579.1
3130,1868,Bond,Corp Bond B,146,130581.87
3131,121,ETF,XIC,978,405121.43
